entidad|id_entidad|id_registro|tipo_registro|tipo_acceso|id_search|word_key|id_link|link|tramite|ministerio|time_update
Ministerio de Transportes y Comunicaciones (MTC)|11185|58186|T|B|132|tra%20mtc|14|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11185&id_registro=58186&tipo_registro=T&tipo_acceso=B|GERENCIA DE ADMINISTRACION TRIBUTARIA-SERVICIOS PRESTADOS EN EXCLUSIVIDAD|GERENCIA DE ADMINISTRACION TRIBUTARIA-SERVICIOS PRESTADOS EN EXCLUSIVIDADMunicipalidad Provincial de Casma (MPCASMA)|2019-09-14 12:34:12.031350
Ministerio de Transportes y Comunicaciones (MTC)|11314|54336|T|B|132|tra%20mtc|15|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11314&id_registro=54336&tipo_registro=T&tipo_acceso=B|GERENCIA DE ADMINISTRACIÓN TRIBUTARIA.|GERENCIA DE ADMINISTRACIÓN TRIBUTARIA.Municipalidad Distrital de La Esperanza (MDE)|2019-09-14 12:34:12.032347
Ministerio de Transportes y Comunicaciones (MTC)|193|72701|T|B|132|tra%20mtc|16|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=193&id_registro=72701&tipo_registro=T&tipo_acceso=B|GERENCIA DE ADMINISTRACION TRIBUTARIA: PROCEDIMIENTOS ADMINISTRATIVOS|GERENCIA DE ADMINISTRACION TRIBUTARIA: PROCEDIMIENTOS ADMINISTRATIVOSMunicipalidad Provincial de Chachapoyas (MP-CHACHAPOYAS)|2019-09-14 12:34:12.033344
Ministerio de Transportes y Comunicaciones (MTC)|11886|19859|T|B|132|tra%20mtc|17|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11886&id_registro=19859&tipo_registro=T&tipo_acceso=B|GERENCIA DE ADMINISTRACIÓN TRIBUTARIA: SUB GERENCIA DE EJECUTORÍA COACTIVA|GERENCIA DE ADMINISTRACIÓN TRIBUTARIA: SUB GERENCIA DE EJECUTORÍA COACTIVAMunicipalidad Provincial de Cutervo (MPC)|2019-09-14 12:34:12.034342
Ministerio de Transportes y Comunicaciones (MTC)|11886|19850|T|B|132|tra%20mtc|18|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11886&id_registro=19850&tipo_registro=T&tipo_acceso=B|GERENCIA DE ADMINISTRACIÓN TRIBUTARIA: SUB GERENCIA DE FISCALIZACIÓN TRIBUTARIA|GERENCIA DE ADMINISTRACIÓN TRIBUTARIA: SUB GERENCIA DE FISCALIZACIÓN TRIBUTARIAMunicipalidad Provincial de Cutervo (MPC)|2019-09-14 12:34:12.035339
Ministerio de Transportes y Comunicaciones (MTC)|11886|19779|T|B|132|tra%20mtc|19|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11886&id_registro=19779&tipo_registro=T&tipo_acceso=B|GERENCIA DE ADMINISTRACIÓN TRIBUTARIA: SUB GERENCIA DE REGISTRO, RECAUDACIÓN Y CONTROL|GERENCIA DE ADMINISTRACIÓN TRIBUTARIA: SUB GERENCIA DE REGISTRO, RECAUDACIÓN Y CONTROLMunicipalidad Provincial de Cutervo (MPC)|2019-09-14 12:34:12.036336
Ministerio de Transportes y Comunicaciones (MTC)|1995|40135|T|B|132|tra%20mtc|20|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=1995&id_registro=40135&tipo_registro=T&tipo_acceso=B|GERENCIA DE ADMINISTRACION Y FINANZAS|GERENCIA DE ADMINISTRACION Y FINANZASMunicipalidad Provincial de Coronel Portillo (MUNICPORTILLO)|2019-09-14 12:34:12.037333
Ministerio de Transportes y Comunicaciones (MTC)|11314|54344|T|B|132|tra%20mtc|21|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11314&id_registro=54344&tipo_registro=T&tipo_acceso=B|GERENCIA DE ADMINISTRACION Y FINANZAS.|GERENCIA DE ADMINISTRACION Y FINANZAS.Municipalidad Distrital de La Esperanza (MDE)|2019-09-14 12:34:12.038331
Ministerio de Transportes y Comunicaciones (MTC)|10067|74123|T|B|132|tra%20mtc|22|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10067&id_registro=74123&tipo_registro=T&tipo_acceso=B|GERENCIA DE ASESORIA JURIDICA: PROCEDIMIENTOS ADMINISTRATIVOS																						|GERENCIA DE ASESORIA JURIDICA: PROCEDIMIENTOS ADMINISTRATIVOS																						Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM)|2019-09-14 12:34:12.040327
Ministerio de Transportes y Comunicaciones (MTC)|10067|74138|T|B|132|tra%20mtc|23|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10067&id_registro=74138&tipo_registro=T&tipo_acceso=B|GERENCIA DE CONTROL Y SEGURIDAD CIUDADANA - SUBGERENCIA DE FISCALIZACIÓN Y SANCIONES: PROCEDIMIENTOS ADMINISTRATIVOS																												|GERENCIA DE CONTROL Y SEGURIDAD CIUDADANA - SUBGERENCIA DE FISCALIZACIÓN Y SANCIONES: PROCEDIMIENTOS ADMINISTRATIVOS																												Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM)|2019-09-14 12:34:12.043332
Ministerio de Transportes y Comunicaciones (MTC)|193|72707|T|B|132|tra%20mtc|24|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=193&id_registro=72707&tipo_registro=T&tipo_acceso=B|GERENCIA DE DESARROLLO ECONOMICO LOCAL - SUB GERENCIA DE PROMOCION DE LA INVERSION: PROCEDIMIENTOS   ADMINISTRATIVOS|GERENCIA DE DESARROLLO ECONOMICO LOCAL - SUB GERENCIA DE PROMOCION DE LA INVERSION: PROCEDIMIENTOS   ADMINISTRATIVOSMunicipalidad Provincial de Chachapoyas (MP-CHACHAPOYAS)|2019-09-14 12:34:12.045313
Ministerio de Transportes y Comunicaciones (MTC)|11151|84397|T|B|132|tra%20mtc|25|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11151&id_registro=84397&tipo_registro=T&tipo_acceso=B|GERENCIA DE DESARROLLO ECONÓMICO Y SOCIAL: DIVISIÓN DE PROGRAMAS SOCIALES - ADMINISTRACION DEL PROGRAMA VASO DE LECHE|GERENCIA DE DESARROLLO ECONÓMICO Y SOCIAL: DIVISIÓN DE PROGRAMAS SOCIALES - ADMINISTRACION DEL PROGRAMA VASO DE LECHEMunicipalidad Distrital de Samanco (MDS)|2019-09-14 12:34:12.046310
Ministerio de Transportes y Comunicaciones (MTC)|10067|74139|T|B|132|tra%20mtc|26|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10067&id_registro=74139&tipo_registro=T&tipo_acceso=B|GERENCIA DE DESARROLLO SOCIAL Y ECONÓMICO - SUBGERENCIA DE SANIDAD Y ADULTO MAYOR: PROCEDIMIENTOS ADMINISTRATIVOS																												|GERENCIA DE DESARROLLO SOCIAL Y ECONÓMICO - SUBGERENCIA DE SANIDAD Y ADULTO MAYOR: PROCEDIMIENTOS ADMINISTRATIVOS																												Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM)|2019-09-14 12:34:12.047307
Ministerio de Transportes y Comunicaciones (MTC)|10067|74131|T|B|132|tra%20mtc|27|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10067&id_registro=74131&tipo_registro=T&tipo_acceso=B|GERENCIA DE DESARROLLO URBANO Y OBRAS - SUBGERENCIA DE COMERCIALIZACIÓN Y ANUNCIOS: PROCEDIMIENTOS ADMINISTRATIVOS																												|GERENCIA DE DESARROLLO URBANO Y OBRAS - SUBGERENCIA DE COMERCIALIZACIÓN Y ANUNCIOS: PROCEDIMIENTOS ADMINISTRATIVOS																												Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM)|2019-09-14 12:34:12.048304
Ministerio de Transportes y Comunicaciones (MTC)|10067|74132|T|B|132|tra%20mtc|28|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10067&id_registro=74132&tipo_registro=T&tipo_acceso=B|GERENCIA DE DESARROLLO URBANO Y OBRAS - SUBGERENCIA DE COMERCIALIZACIÓN Y ANUNCIOS: PROCEDIMIENTOS ADMINISTRATIVOS																												|GERENCIA DE DESARROLLO URBANO Y OBRAS - SUBGERENCIA DE COMERCIALIZACIÓN Y ANUNCIOS: PROCEDIMIENTOS ADMINISTRATIVOS																												Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM)|2019-09-14 12:34:12.049302
Ministerio de Transportes y Comunicaciones (MTC)|10067|74130|T|B|132|tra%20mtc|29|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10067&id_registro=74130&tipo_registro=T&tipo_acceso=B|GERENCIA DE DESARROLLO URBANO Y OBRAS : SUBGERENCIA DE OBRAS PÚBLICAS Y TRANSPORTE: PROCEDIMIENTOS ADMINISTRATIVOS																										|GERENCIA DE DESARROLLO URBANO Y OBRAS : SUBGERENCIA DE OBRAS PÚBLICAS Y TRANSPORTE: PROCEDIMIENTOS ADMINISTRATIVOS																										Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM)|2019-09-14 12:34:12.050299
Ministerio de Transportes y Comunicaciones (MTC)|10067|74129|T|B|132|tra%20mtc|30|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10067&id_registro=74129&tipo_registro=T&tipo_acceso=B|GERENCIA DE DESARROLLO URBANO Y OBRAS : SUBGERENCIA PLANEAMIENTO URBANO, OBRAS PRIVADAS Y CATASTRO: PROCEDIMIENTOS ADMINISTRATIVOS |GERENCIA DE DESARROLLO URBANO Y OBRAS : SUBGERENCIA PLANEAMIENTO URBANO, OBRAS PRIVADAS Y CATASTRO: PROCEDIMIENTOS ADMINISTRATIVOS Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM)|2019-09-14 12:34:12.051296
Ministerio de Transportes y Comunicaciones (MTC)|10067|74134|T|B|132|tra%20mtc|31|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10067&id_registro=74134&tipo_registro=T&tipo_acceso=B|GERENCIA DE DESARROLLO URBANO Y OBRAS SUBGERENCIA DE GESTIÓN DE RIESGOS Y DESASTRES: PROCEDIMIENTOS ADMINISTRATIVOS																											|GERENCIA DE DESARROLLO URBANO Y OBRAS SUBGERENCIA DE GESTIÓN DE RIESGOS Y DESASTRES: PROCEDIMIENTOS ADMINISTRATIVOS																											Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM)|2019-09-14 12:34:12.052293
Ministerio de Transportes y Comunicaciones (MTC)|10067|74126|T|B|133|tra%20mtc|2|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10067&id_registro=74126&tipo_registro=T&tipo_acceso=B|GERENCIA DE EDUCACIÓN, CULTURA, DEPORTES Y DEMUNA	SUBGERENCIA DE EDUCACIÓN, CULTURA Y ESPECTÁCULOS: PROCEDIMIENTOS ADMINISTRATIVOS																											|GERENCIA DE EDUCACIÓN, CULTURA, DEPORTES Y DEMUNA	SUBGERENCIA DE EDUCACIÓN, CULTURA Y ESPECTÁCULOS: PROCEDIMIENTOS ADMINISTRATIVOS																											Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM)|2019-09-14 12:34:14.167378
Ministerio de Transportes y Comunicaciones (MTC)|11185|58314|T|B|133|tra%20mtc|3|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11185&id_registro=58314&tipo_registro=T&tipo_acceso=B|GERENCIA DE GESTION URBANA-PROCEDIMIENTOS ADMINISTRATIVOS|GERENCIA DE GESTION URBANA-PROCEDIMIENTOS ADMINISTRATIVOSMunicipalidad Provincial de Casma (MPCASMA)|2019-09-14 12:34:14.168375
Ministerio de Transportes y Comunicaciones (MTC)|10065|73383|T|B|133|tra%20mtc|4|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10065&id_registro=73383&tipo_registro=T&tipo_acceso=B|GERENCIA DE OBRAS PÚBLICAS: PROCEDIMIENTOS ADMINISTRATIVOS VINCULADOS A TELECOMUNICACIONES|GERENCIA DE OBRAS PÚBLICAS: PROCEDIMIENTOS ADMINISTRATIVOS VINCULADOS A TELECOMUNICACIONESMunicipalidad Distrital de Lurigancho (MDLCH)|2019-09-14 12:34:14.169373
Ministerio de Transportes y Comunicaciones (MTC)|1995|40139|T|B|133|tra%20mtc|5|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=1995&id_registro=40139&tipo_registro=T&tipo_acceso=B|GERENCIA DE SEGURIDAD CIUDADANA Y TRANSPORTE URBANO|GERENCIA DE SEGURIDAD CIUDADANA Y TRANSPORTE URBANOMunicipalidad Provincial de Coronel Portillo (MUNICPORTILLO)|2019-09-14 12:34:14.170370
Ministerio de Transportes y Comunicaciones (MTC)|1995|40137|T|B|133|tra%20mtc|6|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=1995&id_registro=40137&tipo_registro=T&tipo_acceso=B|GERENCIA DE SERVICIOS DE ADMINISTRACION TRIBUTARIA|GERENCIA DE SERVICIOS DE ADMINISTRACION TRIBUTARIAMunicipalidad Provincial de Coronel Portillo (MUNICPORTILLO)|2019-09-14 12:34:14.171367
Ministerio de Transportes y Comunicaciones (MTC)|11185|58250|T|B|133|tra%20mtc|7|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11185&id_registro=58250&tipo_registro=T&tipo_acceso=B|GERENCIA DE SERVICIOS PUBLICOS-PROCEDIMIENTOS ADMINISTRATIVOS|GERENCIA DE SERVICIOS PUBLICOS-PROCEDIMIENTOS ADMINISTRATIVOSMunicipalidad Provincial de Casma (MPCASMA)|2019-09-14 12:34:14.172364
Ministerio de Transportes y Comunicaciones (MTC)|11151|84401|T|B|133|tra%20mtc|8|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11151&id_registro=84401&tipo_registro=T&tipo_acceso=B|GERENCIA DE SERVICIOS PÚBLICOS: DIVISIÓN DE TRANSPORTES|GERENCIA DE SERVICIOS PÚBLICOS: DIVISIÓN DE TRANSPORTESMunicipalidad Distrital de Samanco (MDS)|2019-09-14 12:34:14.172364
Ministerio de Transportes y Comunicaciones (MTC)|1190|39529|T|B|133|tra%20mtc|9|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=1190&id_registro=39529&tipo_registro=T&tipo_acceso=B|GESTION DE ACTAS REGISTRALES 						|GESTION DE ACTAS REGISTRALES 						Municipalidad Provincial de Huancayo (MPHUANCAYO)|2019-09-14 12:34:14.174359
Ministerio de Transportes y Comunicaciones (MTC)|183|736|T|B|133|tra%20mtc|10|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=183&id_registro=736&tipo_registro=T&tipo_acceso=B|GESTOR PROFESIONAL - INSCRIPCIÓN DE INFORMES SEMESTRALES.|GESTOR PROFESIONAL - INSCRIPCIÓN DE INFORMES SEMESTRALES.Superintendencia Nacional de los Registros Públicos (SUNARP)|2019-09-14 12:34:14.176355
Ministerio de Transportes y Comunicaciones (MTC)|11549|57968|T|B|133|tra%20mtc|11|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11549&id_registro=57968&tipo_registro=T&tipo_acceso=B|GOBIERNO CENTRAL, REGIONAL Y LOCAL|GOBIERNO CENTRAL, REGIONAL Y LOCALMunicipalidad Distrital de Catacaos (MDC)|2019-09-14 12:34:14.179350
Ministerio de Transportes y Comunicaciones (MTC)|11549|57982|T|B|133|tra%20mtc|12|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11549&id_registro=57982&tipo_registro=T&tipo_acceso=B|GOBIERNO CENTRAL, REGIONAL Y LOCAL|GOBIERNO CENTRAL, REGIONAL Y LOCALMunicipalidad Distrital de Catacaos (MDC)|2019-09-14 12:34:14.181346
Ministerio de Transportes y Comunicaciones (MTC)|11549|57969|T|B|133|tra%20mtc|13|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11549&id_registro=57969&tipo_registro=T&tipo_acceso=B|GOBIERNO EXTRANJEROS EN CONDICIÓN DE RECIPROCIDAD|GOBIERNO EXTRANJEROS EN CONDICIÓN DE RECIPROCIDADMunicipalidad Distrital de Catacaos (MDC)|2019-09-14 12:34:14.182338
Ministerio de Transportes y Comunicaciones (MTC)|11549|57984|T|B|133|tra%20mtc|14|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11549&id_registro=57984&tipo_registro=T&tipo_acceso=B|GOBIERNO EXTRANJEROS EN CONDICIÓN DE RECIPROCIDAD|GOBIERNO EXTRANJEROS EN CONDICIÓN DE RECIPROCIDADMunicipalidad Distrital de Catacaos (MDC)|2019-09-14 12:34:14.183335
Ministerio de Transportes y Comunicaciones (MTC)|12175|45891|T|B|133|tra%20mtc|15|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=12175&id_registro=45891&tipo_registro=T&tipo_acceso=B|GRABACIÓN EN MEDIO DIGITAL FORMATO PDF DE PLANO CATASTRAL DEL DISTRITO DE PAITA|GRABACIÓN EN MEDIO DIGITAL FORMATO PDF DE PLANO CATASTRAL DEL DISTRITO DE PAITAMunicipalidad Provincial de Paita (MP-PAITA)|2019-09-14 12:34:14.184332
Ministerio de Transportes y Comunicaciones (MTC)|1710|3559|T|B|133|tra%20mtc|16|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=1710&id_registro=3559&tipo_registro=T&tipo_acceso=B|GRABACIÓN EN USB O CD DEL PLANO CATASTRAL DEL DISTRITO DE PIURA (EXCLUSIVO PARA INSTITUCIONES PÚBLICAS, ONG Y AFINES)|GRABACIÓN EN USB O CD DEL PLANO CATASTRAL DEL DISTRITO DE PIURA (EXCLUSIVO PARA INSTITUCIONES PÚBLICAS, ONG Y AFINES)Municipalidad Provincial de Piura (MPPIURA)|2019-09-14 12:34:14.185330
Ministerio de Transportes y Comunicaciones (MTC)|13735|35384|T|B|133|tra%20mtc|17|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13735&id_registro=35384&tipo_registro=T&tipo_acceso=B|GRADOS Y TITULOS, COPIA (PARA TRAMITE EXTERNO)|GRADOS Y TITULOS, COPIA (PARA TRAMITE EXTERNO)Universidad Nacional Intercultural de la Amazonia (UNIA)|2019-09-14 12:34:14.185330
Ministerio de Transportes y Comunicaciones (MTC)|10598|15829|T|B|133|tra%20mtc|18|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10598&id_registro=15829&tipo_registro=T&tipo_acceso=B|GRAVAMEN/ UNID. VEHICULAR POR DEUDAS EN COBRANZA ADMINISTRATIVA.|GRAVAMEN/ UNID. VEHICULAR POR DEUDAS EN COBRANZA ADMINISTRATIVA.Municipalidad Provincial de Cañete (MPC)|2019-09-14 12:34:14.186327
Ministerio de Transportes y Comunicaciones (MTC)|183|1967|T|B|133|tra%20mtc|19|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=183&id_registro=1967&tipo_registro=T&tipo_acceso=B|GRAVÁMENES Y ANOTACIONES PREVENTIVAS - ANOTACIÓN DE RETIRO TEMPORAL DEL SERVICIO NACIONAL DE TRÁNSITO TERRESTRE A PETICIÓN DEL MTC|GRAVÁMENES Y ANOTACIONES PREVENTIVAS - ANOTACIÓN DE RETIRO TEMPORAL DEL SERVICIO NACIONAL DE TRÁNSITO TERRESTRE A PETICIÓN DEL MTCSuperintendencia Nacional de los Registros Públicos (SUNARP)|2019-09-14 12:34:14.187325
Ministerio de Transportes y Comunicaciones (MTC)|183|1960|T|B|133|tra%20mtc|20|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=183&id_registro=1960&tipo_registro=T&tipo_acceso=B|GRAVÁMENES Y ANOTACIONES PREVENTIVAS - CANCELACIÓN DE ASIENTO DE MEDIDA CAUTELAR DISPUESTA JUDICIAL O ADMINISTRATIVAMENTE|GRAVÁMENES Y ANOTACIONES PREVENTIVAS - CANCELACIÓN DE ASIENTO DE MEDIDA CAUTELAR DISPUESTA JUDICIAL O ADMINISTRATIVAMENTESuperintendencia Nacional de los Registros Públicos (SUNARP)|2019-09-14 12:34:14.188321
Ministerio de Transportes y Comunicaciones (MTC)|13933|63126|T|B|133|tra%20mtc|21|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13933&id_registro=63126&tipo_registro=T&tipo_acceso=B|GUIA DE CIRCULACIÓN PARA EL TRASLADO DE ARMAS, MUNICION Y/O ARTICULOS CONEXOS|GUIA DE CIRCULACIÓN PARA EL TRASLADO DE ARMAS, MUNICION Y/O ARTICULOS CONEXOSSuperintendencia Nacional de Control de Servicios de Seguridad, Armas, Municiones y Explosivos de Us (SUCAMEC)|2019-09-14 12:34:14.189319
Ministerio de Transportes y Comunicaciones (MTC)|11085|86808|T|B|133|tra%20mtc|22|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11085&id_registro=86808&tipo_registro=T&tipo_acceso=B|H) CERTIFICACION DE EXISTENCIA DE EXPEDIENTE EN TRAMITE|H) CERTIFICACION DE EXISTENCIA DE EXPEDIENTE EN TRAMITEMunicipalidad Distrital de Chilca - Junin (MDCH)|2019-09-14 12:34:14.190316
Ministerio de Transportes y Comunicaciones (MTC)|1190|55025|T|B|133|tra%20mtc|23|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=1190&id_registro=55025&tipo_registro=T&tipo_acceso=B|H) RETIRO VEHICULAR POR PERDIDA DE VINCULO CONTRACTUAL|H) RETIRO VEHICULAR POR PERDIDA DE VINCULO CONTRACTUALMunicipalidad Provincial de Huancayo (MPHUANCAYO)|2019-09-14 12:34:14.193309
Ministerio de Transportes y Comunicaciones (MTC)|1190|54991|T|B|133|tra%20mtc|24|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=1190&id_registro=54991&tipo_registro=T&tipo_acceso=B|H) SERVICIO DE TRANSPORTE DE MERCANCIAS PARA VEHÍCULOS DEDICADOS AL SERVICIO DE CARGA (CARGA-MUDANZA, CARGA-DESCARGA, CARGA DE AGREGADOS Y MATERIALES DE CONSTRUCCIÓN)|H) SERVICIO DE TRANSPORTE DE MERCANCIAS PARA VEHÍCULOS DEDICADOS AL SERVICIO DE CARGA (CARGA-MUDANZA, CARGA-DESCARGA, CARGA DE AGREGADOS Y MATERIALES DE CONSTRUCCIÓN)Municipalidad Provincial de Huancayo (MPHUANCAYO)|2019-09-14 12:34:14.196311
Ministerio de Transportes y Comunicaciones (MTC)|866|73760|T|B|133|tra%20mtc|25|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=866&id_registro=73760&tipo_registro=T&tipo_acceso=B|HABILITACION   VEHICULAR:  INSCRIPCION  DE VEHICULOS  PARA EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL DE  TAXI|HABILITACION   VEHICULAR:  INSCRIPCION  DE VEHICULOS  PARA EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL DE  TAXIMunicipalidad Provincial del Callao (MPCALLAO)|2019-09-14 12:34:14.199294
Ministerio de Transportes y Comunicaciones (MTC)|866|73763|T|B|133|tra%20mtc|26|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=866&id_registro=73763&tipo_registro=T&tipo_acceso=B|HABILITACION   VEHICULAR: INSCRIPCION  DE VEHICULOS PARA EL SERVICIO DE TRANSPORTE PUBLICO REGULAR|HABILITACION   VEHICULAR: INSCRIPCION  DE VEHICULOS PARA EL SERVICIO DE TRANSPORTE PUBLICO REGULARMunicipalidad Provincial del Callao (MPCALLAO)|2019-09-14 12:34:14.200291
Ministerio de Transportes y Comunicaciones (MTC)|866|73759|T|B|133|tra%20mtc|27|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=866&id_registro=73759&tipo_registro=T&tipo_acceso=B|HABILITACIÓN  VEHICULAR:  INSCRIPCIÓN  DE VEHICULOS  PARA  EL SERVICIO DE TRANSPORTE PÚBLICO  ESPECIAL  DE ESTUDIANTES|HABILITACIÓN  VEHICULAR:  INSCRIPCIÓN  DE VEHICULOS  PARA  EL SERVICIO DE TRANSPORTE PÚBLICO  ESPECIAL  DE ESTUDIANTESMunicipalidad Provincial del Callao (MPCALLAO)|2019-09-14 12:34:14.201288
Ministerio de Transportes y Comunicaciones (MTC)|866|73754|T|B|133|tra%20mtc|28|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=866&id_registro=73754&tipo_registro=T&tipo_acceso=B|HABILITACIÓN  VEHICULAR:  INSCRIPCIÓN  DE VEHÍCULOS PARA TRANSPORTE DE CARGA Y  MERCANCIAS|HABILITACIÓN  VEHICULAR:  INSCRIPCIÓN  DE VEHÍCULOS PARA TRANSPORTE DE CARGA Y  MERCANCIASMunicipalidad Provincial del Callao (MPCALLAO)|2019-09-14 12:34:14.202285
Ministerio de Transportes y Comunicaciones (MTC)|13339|80377|T|B|133|tra%20mtc|29|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13339&id_registro=80377&tipo_registro=T&tipo_acceso=B|HABILITACIÓN DE CONDUCTOR PARA LA PRESTACIÓN DEL SERVICIO PÚBLICO DE TRANSPORTE EN VEHÍCULOS MENORES MOTORIZADOS O NO MOTORIZADOS|HABILITACIÓN DE CONDUCTOR PARA LA PRESTACIÓN DEL SERVICIO PÚBLICO DE TRANSPORTE EN VEHÍCULOS MENORES MOTORIZADOS O NO MOTORIZADOSMunicipalidad Distrital de Pataz (MD-PATAZ)|2019-09-14 12:34:14.203283
Ministerio de Transportes y Comunicaciones (MTC)|10146|23468|T|B|133|tra%20mtc|30|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10146&id_registro=23468&tipo_registro=T&tipo_acceso=B|HABILITACIÓN DE SERVICIO DE TRASLADO DE PACIENTES|HABILITACIÓN DE SERVICIO DE TRASLADO DE PACIENTESGobierno Regional de Huánuco (GOREHCO)|2019-09-14 12:34:14.204280
Ministerio de Transportes y Comunicaciones (MTC)|866|73718|T|B|133|tra%20mtc|31|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=866&id_registro=73718&tipo_registro=T&tipo_acceso=B|HABILITACION DE VEHICULO MENOR PARA TRANSPORTE DE CARGA (PERSONA JURIDICA Y NATURAL)|HABILITACION DE VEHICULO MENOR PARA TRANSPORTE DE CARGA (PERSONA JURIDICA Y NATURAL)Municipalidad Provincial del Callao (MPCALLAO)|2019-09-14 12:34:14.205278
Ministerio de Transportes y Comunicaciones (MTC)|11859|77829|T|B|134|tra%20mtc|2|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11859&id_registro=77829&tipo_registro=T&tipo_acceso=B|HABILITACION O ACTUALIZACION DE DATOS EN EL  REGISTRO DE CONDUCTORES PARA LA PRESTACIÓN  DEL SERVICIO DE TRANSPORTE REGULAR Y  ESPECIAL  (VIGENCIA 3 AÑOS)|HABILITACION O ACTUALIZACION DE DATOS EN EL  REGISTRO DE CONDUCTORES PARA LA PRESTACIÓN  DEL SERVICIO DE TRANSPORTE REGULAR Y  ESPECIAL  (VIGENCIA 3 AÑOS)Municipalidad Provincial de Arequipa (MPA)|2019-09-14 12:34:16.533289
